ID,name,gene_list,context,GSE
,Cluster_21,"THSD4,STK17B,ADAMTS6,AGMO,AKAP6,IQSEC2,OPHN1,AL355306.2,HEPACAM,KIAA1211,GHR,PLCB1,NHSL1,PARD3B,FMNL3,PARD3,CSGALNACT1,CTDSPL,SLC8A1,RIDA,SNX7,EPHB1,AL589740.1,HIF3A,AKAP13,DCC,TMEM132C,CDH20,SEMA4B,RNF150,GRK3,PCSK2,AL590617.2,EAF2,FAT3,ANKFN1,PHACTR1,GLYATL2,SORCS3,SYBU,CACNB2,ATP13A4,FOXO1,SSBP2,PTPRT,RAD51B,FRY,MERTK,SLC1A3,PAPLN,NDRG2,NKAIN3,KCNIP1,MME,AC091826.2,KCNH7,AC092902.4,AC068587.4,TPCN1,LINC01677,ENTPD1-AS1,EFR3B,MXI1,RGCC,RFX4,ESRRG,RASL10A,RBMS3,MYO10,LRIG1,NCEH1,LINC01748,EPHA5,MT1X,LRRC1,LSAMP,SLC1A2,SLC15A2,CPNE5,MIR99AHG,MCF2L2,MARCH3,MAP2K6,DDAH1,LRRC4C,DGKG,SCG3,DIPK1A,DISP1,RORA,DOCK4,MTHFD2,LINC01117,ID4,FGFR2,PDE3A,PCTP,KLHL25,KCNT2,CNKSR2,KCNQ5,NRXN1,HEPN1,OSBPL11,HES1,HES4,IL3RA,HIF1A,PAPPA,HMCN1,HNMT,GRAMD2B,GPM6A,PTPRG,PDZRN3,LINC00461,HTRA1,FRMD4A,NEDD4,FTCDNL1,NHS,FXYD7,PPP2R2B,POT1-AS1,GCLC,LAMA2,GINS3,PITPNC1,KYAT1,NPAS3,FOXP2,ZNRF3,CLIP1,C1ORF61,BBOX1,STON2,STK33,TTN,AC093535.1,TMEM108,C1QL1,TSHR,SPON1,SPOCK1,SPARCL1,SORL1,CCDC141,AC087564.1,B3GNT5,AC114760.2,CCDC178,ANLN,TLE1,ALDH1L1,AMER2,ADIPOR2,ADD3,ADCY8,ACSS1,ATP2B2,TACR1,ARHGAP24,TAB2,ARHGAP31,ASB18,ASTN2,SNCAIP,ST6GAL2,TLN2,AC007364.1,SLC8A1-AS1,AC008957.2,CDH18,AC008127.1,CDH11,CHST9,AC019068.1,CLEC16A,SLITRK5,CCDC7,ZNF521,AC007262.2,MMP25-AS1,NUMB,OGFRL1,TRPC4,TMEM178A,MROH9,TRMT9B,TMEM65,OSBPL6,PCDH11X,TRIM9,P4HA1,MPP6,PAG1,ZNF423,PAM,TMTC2,TPM1",,
,Cluster_22,"DPYD,WWTR1,ADAMTS9,CNTNAP3B,SPOCD1,RASSF8,NEAT1,GAP43,POSTN,SATB2,NRCAM,MAP1B,C6ORF141,CHI3L1,TENT5A,SHC1,SIPA1L1,SLC4A7,HMGA2-AS1,CLIC4,LINC02821,LMCD1-AS1,NRP1,CDH2,LONRF2,CCDC102B,PDPN,SYTL5,SRPX2,MAN2A1,CADPS,SRPX,CNIH3,DNMBP,MEG8,PRRX1,HIVEP3,GSAP,IGF2BP2,GPR158,IGFBP7,GFPT2,GALNT2,PMEPA1,FNDC3B,RBMS1,RCAN2,RFFL,RGS17,FBLIM1,ITGAV,ESR2,PLA2R1,EHBP1,PGM2L1,DPYSL3,ARSJ,HMGA2,ARHGEF3,TRIO,AC007098.1,ADAM12,ARHGAP29,ABCC3,ENC1,JPH1,KALRN,ELMOD1,SAT1,ELL2,MT-CO2,EFNB2,RTN1,EFEMP1,NFASC,KCNMA1,MT-ATP6,ADAMTS9-AS1,DPF3,TRPS1,ACSS3,SCG2,TRPM3,KDR,DMD,PDLIM7,SERPINE1,DEC1,DCBLD2,CXCL14,PDE4D,LAMB1,ERC2,FAM20C,ACP6,PRAG1,PROX1,ZNF385D,HECTD2,HRH1,PTK2B,HS3ST5,PRKG1,PTPN14,GRB10,GPR37,PTPRE,GNA14,AC016745.1,IL1R1,NAMPT,CRIM1,WDR49,GABBR2,FRMD5,FREM2,PLXNA4,AC090791.1,RBM47,VMP1,NEK10,ITGA3,AC110058.1,MT-CYB,MT-CO3,FAM78B,CSMD2,SFXN5,CHSY3,TNFRSF12A,CAMK2D,LZTS1,AKAP6,SPARC,CFLAR,STAT1,TNC,CDK6,LMNTD1,NRP2,MIR4435-2HG,OSBPL3,SPP1,SPRED1,CD44,SPRED2,AL354740.1,CCL2,OSBP2,MIR222HG,LRP1B,TIMP1,AL596087.2,CLCF1,OCIAD2,METTL7B,ANXA2,LINC01138,SLC44A5,COL22A1,BCL6,MICALL2,LIF,SYNJ2,LDLR,TCF7L2,CNTNAP3,CNR1,SMYD2,NRIP1,LINC02742,STIM1,ARHGAP26,NOS1AP,NEBL,PODXL,NPTX2,NPNT,PRICKLE2,PROS1,NAV2,NT5E,NT5DC3,MYOF,MYRFL,NALCN-AS1,PRICKLE1,NNMT,PCNX2,PLCH1,NTNG1,PEG10,PCDH9,NHS,PDE10A,PDE7B,PBX3,PDE8B,PDGFA,NHSL1",,
,Cluster_23,"GBP1,ETV6,HLA-E,RSAD2,RUFY4,HERC6,HELZ2,SAMD9,SAMD9L,SAMHD1,GPR39,GCH1,GBP5,GBP3,PARP12,SFMBT2,ERAP2,RNF213,EPSTI1,SP100,DTX3L,SP110,SP140L,DDX60L,DDX60,DDX58,CXCL10,STAT1,TAP1,TAP2,TAPBP,CMPK2,HLA-F,IDO1,CFH,LYPD1,PARP14,OASL,OAS3,OAS2,OAS1,PARP9,NRIR,NMI,NLRC5,MX2,MX1,PLEKHA4,PLSCR1,PML,PSMB9,IFI16,LINC02328,LINC02100,PTK2B,LAP3,AC002074.1,JAK2,ISG15,IRF1,IL15,IFIH1,IFI6,IFI44L,IFI44,IFI35,CIITA,PARP10,BTN3A1,ATP10A,AL157871.4,TRIM22,WARS,XAF1,TNFSF10,ZBP1,AC083837.1,ZC3HAV1,CD274,ALPK1,USP18,AP001610.2,APOL1,APOL6,TRIM5,AC006160.1,AC005909.2,TRIM56,AC004551.1,APOL2,RTP4,KCND3,KALRN,IRF7,IL1R1,RIPOR2,IFIT3,AL353807.5,IFITM3,ICAM1,IFIT2,UTRN,AL356010.2,APOBEC3G,IFI30,IFIT1,CFLAR,LDB2,VAMP5,PARD3,PARP8,OSMR,ODF3B,AC007991.3,AC012363.1,NRP1,AC022034.1,NPAS3,NOD1,NNMT,PHF11,NCAM2,PLAAT4,MLKL,PLPP3,MIR155HG,MET,VOPP1,HLA-C,LINC02300,LHFPL6,PTGS2,APOL3,AL596087.2,HLA-B,GBP2,TRIM25,SHFL,FBXL7,FAM182B,SOCS1,SOCS2-AS1,TRANK1,DPYD,SPDYA,SPTLC3,CASP4,DCC,DAAM1,SQOR,CD44,TGM2,TBC1D1,BOC,LAMB1,TRIM38,GBP4,ART3,BACH1,SERPING1,B2M,HERC5,ARHGAP29,SBNO2,SAT1,PIK3R3,PKN2-AS1,PLA2G4A,SPOCD1,TNFAIP2,SCN1A,ZCCHC2,TRPM3,PLEKHG1,PLPP1,TSHZ2,PDGFRL,TNC,ZDHHC13,TNFSF14,ROS1,PDCD1LG2,SSTR2,SYBU,ZNF536,TLR3,TLR2,SAMD4A,TCTEX1D1,TDRD7,TESK2,TENT5A,TNFSF13B,PLVAP,SEPTIN14,SLC12A7,SLFN12L,PTX3,RAB20,RALYL",,
,Cluster_24,"C3,APBB1IP,HCLS1,PTPRC,OLR1,CSF2RA,INPP5D,LCP2,CSF1R,LY86,DOCK8,CD53,TBXAS1,IKZF1,TFEC,PLXDC2,CD74,CD84,SAMSN1,LNCAROD,NCKAP1L,AC079015.1,LAPTM5,TLR2,RNASET2,SPP1,SRGN,FLI1,SLCO2B1,CYBB,ATP8B4,VSIG4,MSR1,RGS1,PIK3R5,MS4A7,ITGAX,ARHGAP15,C1QB,LINC02232,FMN1,LINC01374,HLA-DRB1,HLA-DRA,SYK,FYB1,SLC11A1,SFMBT2,RCSD1,LILRB4,FGD2,ARHGAP25,IRAK3,CLEC7A,LRMDA,WDFY4,LPCAT2,CD86,ADAM28,LINC02642,SLC2A5,HCK,MS4A6A,CSF3R,LYN,CD14,ALOX5,C1QC,GLDN,AC131944.1,DENND3,FCGR2A,TRPM2,CCL4,CCL3,SH3TC1,DOCK2,CD163,TMEM156,RHBDF2,IL1B,SCIN,C1QA,HLA-DPA1,FCGBP,PIK3AP1,AL392172.2,TYROBP,LRRK1,CD83,RBM47,APOC2,MS4A4A,BLNK,KCNK13,C3AR1,IRF8,VAV1,USP53,CX3CR1,ACSL1,PDGFB,STAB1,TNFRSF1B,HLA-DPB1,IL18,CARD11,CYBA,FCGR1A,PALD1,PARVG,CYTH4,SP100,KLHL6,PLEK,IL10RA,VSIR,HS3ST4,AL034397.3,MEF2C,ST6GAL1,GPRIN3,KYNU,TGFBR2,PDK4,SERPINB9,AC012150.1,CCL4L2,DOCK4,CCL3L1,B4GALT1,MYO1F,KCNQ3,MEF2A,BNC2,SLA,IL13RA1,DLEU1,IPCEF1,ANKRD22,TREM2,CTSB,SKAP2,IL4R,MS4A4E,ITGAM,EGR3,P2RY12,SAT1,FMNL1,PPARG,MAML3,FRMD4A,RIN3,RGS10,ALOX5AP,SPI1,BIN2,XACT,FGD4,MERTK,FCGR3A,ST6GALNAC3,MIR646HG,HLA-DMB,HLA-DQB1,MRC1,PRKCH,ADGRE2,LILRB1,IER3,EMB,HLA-DRB5,ITGB2,LINC02712,PADI2,ETS2,FCGR1B,SIGLEC8,MAN1A1,AL357522.1,CD163L1,SMAP2,THEMIS2,TMIGD3,CD69,AL163541.1,SIGLEC10,CPM,AC120193.1,TRIM38,RNF144B,EPB41L3,FAM149A,MAP3K8,RUNX1,PRKCB,ADORA3,LPAR5,IFNLR1",,
,Cluster_25,"ITGA4,GZMB,LCP1,LCK,KLRC1,JAML,ITK,ITGAL,AC004687.1,INPP5D,IL7R,IL2RG,IKZF3,IKZF1,GZMK,GZMH,GRAP2,LINC00426,GPR174,GNLY,GIMAP7,FYB1,FLI1,EMB,DOCK8,DOCK2,CYTIP,CTSW,CRYBG1,CORO1A,CD7,CD69,LCP2,LINC01871,CD48,SLAMF6,TXK,TRG-AS1,TRBC2,TRBC1,TRAF3IP3,TRAC,TNIP3,TNFSF8,TMC8,THEMIS,TC2N,SYTL3,STAT4,SLFN12L,SLAMF1,PARP15,SKAP1,SCML4,RUNX3,RHOH,RCSD1,PYHIN1,PTPRC,PTPN22,PTGDR,PRKCH,PRKCB,PRF1,PPP1R16B,PARP8,CD53,ZNF831,ARHGAP15,AREG,AC079793.1,AC010609.1,CD2,AOAH,CD3G,CCL5,ARHGDIB,CARD11,CD3E,CD3D,CD247,SAMD3,AKNA,BATF,ITGA1,BCL2,IL32,BIN2,IL2RB,SPN,SLFN13,IL10RA,GZMA,ATP2A3,IFNG-AS1,ICOS,SIDT1,SLA,NCR1,HCST,ACAP1,IL18R1,RAB11FIP1,ITM2A,PIK3R5,NKG7,NLRC3,P2RY10,P2RY8,MCTP2,PCED1B-AS1,PDCD1,LTB,LSP1,PIK3CD,LINC01934,RASAL3,LINC00861,ARHGAP25,ARHGAP30,PTPN7,KLRK1,KLRD1,KLRC4,KLRC2,AC243960.1,RAC2,GIMAP5,NCKAP1L,TRAT1,FCRL6,DUSP2,TMEM200A,TNFAIP8,CLIC5,ETS1,CXCR4,AC006369.1,CD96,CD8B,TESPA1,TRGC2,TES,AC243829.1,CD244,ZAP70,DENND2D,CD52,CD55,TBC1D10C,AC024028.1,CYTH4,CD6,CD70,FGD3,CST7,AC013437.1,PTK2B,TRPM2,ALOX5,PSTPIP1,AL157402.2,AL603839.3,PRKCQ,PRKY,AL590764.1,PRKCQ-AS1,TREM2,AC009432.2,TAGAP,ALOX5AP,PDE3B,NLRP1,OLR1,ZBP1,APOC2,PARVG,PCED1B,WDFY4,VSIG4,PHACTR2,TYMP,PIK3AP1,VAV1,PIK3CG,UBASH3A,PLD4,PLXDC2,APOBEC3G,APBB1IP,TYROBP,RGS1,AC022126.1,SIRPB2,ADGRE5,AC124014.1,ACSL5,TFEC,SLAMF7,SLC11A1",,
,Cluster_26,"AC004448.2,PIM3,MYL12A,NANS,NCBP2AS2,NLRC3,NR1D1,NUPR1,ODF3B,OSER1,OSGIN1,PELO,PLA2G4C,AC006449.6,PLCD1,PLIN2,PLIN3,PLXNB2,PMP22,PNRC1,POLR2K,PPP1R15A,PRKG1,PRSS3,MRPL50,MRPL36,MKNK2,MGST1,ITGA5,ITGBL1,JAGN1,KDR,KIF22,KLHDC8B,KRT10,LAMTOR5,LGALS3,LINC00910,LINC00944,LINC01257,LINC01579,LINC02296,LINC02680,LITAF,MAF,MAFF,MAP1LC3B,MAP2K3,MATN4,RCAN3,RCAN3AS,RHOC,SPHK1,SRP14,SS18L2,SULT1A1,TCEAL7,TCEAL9,TM4SF1,TMBIM1,TMC1,TMSB4X,TNFAIP6,TNFRSF12A,TOB1,TRA2B,TRIM25,TTTY14,UPP1,VASN,XIRP1,ZC3H12A,ZFAND2A,ZNF114-AS1,SQSTM1,SOCS1,RNF7,SNRNP25,ROR1-AS1,RPL15,RPL22L1,RPL36AL,RPS27L,RRAD,S100A13,S1PR1,SDC4,SEC61G,SEPHS2,SERTAD3,SLC25A5,SLC30A8,SMIM26,SNHG12,SNHG19,SNHG21,SNHG3,SNHG8,SNHG9,IRF4,IL32,IER5L,AC117465.1,ADRA2C,AJ003147.2,AL118516.1,AL138828.1,AL161734.2,AL163636.1,AL357833.1,ANXA1,ANXA2,AP000317.1,AP003472.1,AP003900.1,ARHGAP8,ATF4,ATP5MC3,ATP6V0D2,B2M,BEX2,C3ORF52,CDKN1A,CEBPB,AC131944.1,AC116407.2,CES1,AC115282.1,AC007728.2,AC010789.2,AC010997.5,AC011445.2,AC012447.1,AC015912.3,AC016575.1,AC020765.2,AC022784.1,AC023194.3,AC040169.1,AC044849.1,AC073578.2,AC087286.2,AC091849.2,AC092171.4,AC092353.2,AC104383.2,AC108134.2,AC108734.4,AC110023.1,CEBPD,CIB1,ID3,H1F0,H3F3B,HAL,HERPUD1,HIST1H2AE,HIST1H2BD,HIST1H2BF,HIST1H2BG,HIST1H2BJ,HIST1H3J,HIST1H4H,HIST2H2BE,HIST3H2A,HLA-E,HMOX1,HOMER3-AS1,HRK,HS3ST2,HSPA1B,HSPA2,HSPB8,HSPE1,H2AFJ,GRN,CLIC6,GPX3,CNGB1,COL1A1,COL8A1,CPB1,CRYM,CSTB,CTSL,DANCR,DDIT3,DDIT4,DEPP1,DNAJA1,EIF1,FABP5,FAM43A,FTL,GABRE,GADD45B,GCNT4,GDF15,GEM,ZNF622",,
,Cluster_27,"ABCB5,MOXD1,LINC02391,LINC02397,LINC02821,LRP4,MACORIS,MALRD1,MAP3K1,ME1,MIR217HG,MMP16,MPPED2,AC006206.2,NAV2,NCALD,NOS2,NPNT,NPSR1-AS1,NRIP1,NRXN1,OSBPL10,PAPOLG,PARD3,LINC02378,LINC02058,LINC02008,LINC01965,IL1RAPL2,JAG1,KCNE4,KCNIP1,KCNJ16,KIAA1217,KLHDC8A,KLRC2,LDLRAD3,LHFPL3,LHFPL3-AS1,LINC00355,LINC00528,LINC01185,LINC01241,LINC01446,LINC01505,LINC01508,LINC01828,LINC01876,LINC01923,PCBP3,PCDH15,PCDH7,SORCS1,SPATA6,SPRY4,ST6GALNAC5,STS,SYK,TAF3,TENM1,TMEM176B,TMEM72-AS1,TP63,TPRG1,TRPM3,USH1C,USP6NL,VAV3,VSTM4,WNK2,ZEB1,ZEB1-AS1,ZFHX4,ZFHX4-AS1,SOX5,SMYD3,PCSK2,SLCO2A1,PDE3A,PDGFRA,PELI1,PEX13,PIP4K2A,PKIA-AS1,PRTFDC1,PTPRZ1,PUS10,RAPGEF5,REL,RIT2,RNF220,ROBO2,RPH3A,RSU1,RYR3,SESN3,SHROOM3,SIPA1L2,SLCO1A2,IGFBP2,HIVEP3,HIP1,AC092957.1,AC093912.1,AC113167.1,AC129807.1,AC233296.1,ACSS3,ADAMTS6,AF130359.1,AF279873.3,AGMO,AL050309.1,AL096854.1,AL117329.1,AL136171.2,AL139231.1,AL157778.1,AL157944.1,AL353613.1,AL353753.1,AL606923.2,AP000787.1,AP001924.1,AC093515.1,AC092155.1,ARHGAP12,AC090993.1,AC007098.1,AC007100.1,AC007344.1,AC007402.1,AC008554.1,AC009501.3,AC010991.1,AC011246.1,AC011287.1,AC011306.1,AC012368.1,AC013287.1,AC016727.1,AC018462.1,AC060834.2,AC068308.1,AC073365.1,AC079304.1,AC087855.2,AC090630.1,AC090692.1,AP001977.1,ARHGEF28,GRIA3,DGKB,DLL3,DNAJC1,DPF3,DUXAP8,EHBP1,ELOVL2,ENKUR,EPHA3,EYA1,FABP5,FAM107B,FAM161A,FAT3,FHIT,FMN2,GABRA4,GABRB1,GABRE,GALNT2,GNGT1,GPR158,DISC1,DENND2A,ASB4,CSPG5,BCL11A,BEND7,BEST3,BNC2,C2ORF74,CACNB2,CASC9,CCDC7,CCN4,CD96,CELF2,CFAP47,CHL1,CLVS2,COL28A1,COLGALT2,CPNE4,CPPED1,CPVL,CREM,CSMD1,ZNF438",,
,Cluster_28,"TUBB2B,DBI,ACTB,ACTG1,B2M,GAPDH,RPS2,NDUFB7,NDUFS5,RPS3A,NME2,RPS27A,RPS25,RPS24,RPS20,RPL27,RPS19,RPS18,RPS6,RPS16,RPS15,UBA52,RPS13,RPS11,RPS10,RPS17,NDUFA4,RPLP2,SRP14,TPI1,EEF1A1,TMSB4X,ELOB,TMSB10,FAU,FTH1,FTL,H3F3B,RPS8,HSPA8,RPL27A,MARCKS,MARCKSL1,MIF,TUBA1A,TUBA1B,CHCHD2,PFN1,TPT1,RPLP1,PTMA,RPL24,RPL23,RPL28,RPL21,RPL19,RPL18A,RPL15,RPL13A,RPL13,RPL12,RPL11,RPL29,RPL3,RPL32,RPL34,RPL41,RPL38,RPL9,RPL39,RPL8,RPL7A,RPL17,SERF2,RPS15A,HSP90AB1,ANAPC11,RPS21,SSR4,RPL37A,COX6A1,RPL7,EIF1,RPL23A,RPL26,RPS23,RPS14,RPS4X,RPS28,UBL5,RPL35A,RPL36,PTMS,RPL35,RPS27,BTF3,ATP5MF,RPS7,RPL30,ATP5F1E,UQCRB,RPS12,RPL36A,RPL22,MRFAP1,RPL37,NDUFB11,RPS29,RAN,PRDX1,OST4,S100A6,MT3,SNRPD2,UQCR10,VIM,ARL6IP1,C4ORF48,PRDX5,CST3,GNAS,PCSK1N,NDUFB10,HSP90AA1,C12ORF57,PHPT1,BCAN,UBC,GNG5,C19ORF53,STMN1,PSAP,MT2A,PARK7,DYNLRB1,RAC1,LGALS1,HLA-A,MRPL51,SPARC,MTRNR2L12,SLC25A5,TRMT112,S100B,BEX1,UBB,SEC61G,POLR2L,H2AFZ,BANF1,WDR83OS,ROMO1,RPL36AL,PSMB6,GADD45GIP1,CLU,TXN,EIF5A,CRYAB,CDK2AP1,ENO1,ATP5MC3,NDUFA1,TUBB2A,MT-ATP6,MT-ND4,CALM3,MT-ND2,MT-ND1,UBE2S,MT-CO1,MT-CO3,MT-CO2,POLR2J,ITM2C,PEA15,HLA-B,OLIG1,SOX2,DDT,OLIG2,PCBP1,H1FX,GUK1,C1ORF61,MT-CYB,NDUFA3,TSC22D4,SOX4,COPS9,FABP7,TUBB4B,ATP6V1F,IGFBP2,HLA-C,SELENOK,HSPA5,IFITM3,MT1X,JPT1",,
,Cluster_29,"MTSS1,PIK3R3,SOX11,NRXN3,CELF4,PAK5,SLCO5A1,SLAIN1,DCLK1,DCLK2,DCX,PBX1,SOX2-OT,NEDD4L,SEMA6D,ROBO2,BCL11A,KCNH7,PIP5K1B,HECW1,CACNA2D3,CERS6,BCL11B,PAK3,PTPRD,PRKCA,PPFIBP1,PATJ,PLS3,FNBP1L,CADM2,CASC15,NMNAT2,DLX6-AS1,FRY,GAD1,ERBB4,GRIP2,ELAVL4,KALRN,KCNMB2,KIAA1211,DYNC1I1,KLF12,DLX6,MYT1L,LINC00535,LINC02488,LRRC7,DAB1,MEIS2,MIR181A1HG,CNTNAP4,MPPED2,CNTN5,RIMBP2,PTPRN2,FLRT2,RIMS1,SOX4,AC017053.1,UNC5D,TOX,SNHG14,AFF3,SNTG1,AC068308.1,UNC79,TENM1,SSH2,AC068722.1,SYT16,ST8SIA5,SYT1,SH3RF3,TMTC2,ANK3,ANKS1B,ZNF536,ARX,AC008056.1,WNK2,STMN2,GRM7,GABRA2,XKR4,HIVEP3,LINC01102,ABTB2,GABRB2,LMO3,LRRN1,KCNB2,GSE1,FRMD4A,SYN3,SVOP,LSAMP,MAN2A1,GLCCI1,THSD7A,LINC00461,LARGE1,GNG2,HECW2,GPM6A,HUNK,KLF7,TMEM178B,GRIP1,KITLG,KIRREL3,TMEM65,MAP1B,IL1RAPL1,TSC22D2,LAMP5,MEG3,MAP2,PLXNA4,PDE10A,SHANK2,PDE4D,PDZRN3,PDZRN4,PHACTR3,SH3GL3,SGIP1,PLPPR1,SEZ6L,SIPA1L2,SEZ6,PRKCA-AS1,PTCHD4,SETBP1,SDK2,RIMS2,PTPRO,RAB3C,RAPGEF5,SILC1,PANTR1,MAP3K20,SRRM4,MARCH4,MCUB,RBFOX1,MGST1,MIAT,MIR137HG,ST8SIA4,ST8SIA2,ST6GAL2,SRRM3,SNAP25,NAV3,SPOCK1,NKAIN3,NRXN1,NSG2,NXN,NXPH1,ONECUT2,SNAP91,LINC01122,ZNRF2,AKAP6,CDH4,CELF5,DLX5,BRINP1,CSRNP3,CSMD3,BASP1,BACH2,B3GAT2,EPHA7,DOCK4,ENOX1,CPLX2,ELOVL6,AL589740.1,DSCAML1,ELMO1,CLVS2,AC233296.1,ATCAY,CUX2,CNTNAP5,CADM1,CAMK4,FAM155A,DCC,DAPK1,AC007405.1,DLX1,CASK,CDCA7,DLX2,CDH2",,
,Cluster_30,"ABCA1,FNDC3B,PKP4,PLCB1,FAM20C,PPARD,PRELID2,EHBP1,DPYD,RAI14,RASAL2,RASSF8,RGS17,DIAPH1,DGKH,ROR1,RPS6KA3,SERPINE1,CLIP1,CLIC4,SETBP1,FLNB,GBE1,BCL2L1,GLIS3,MEG8,MIR222HG,MPP6,LINC01411,MTHFD1L,MYH9,NAMPT,KIF26B,JAZF1,ITGA3,NR6A1,NRCAM,IMMP2L,IL1RAP,NRP1,OSBP2,HS2ST1,PACS1,PALM2-AKAP2,SPRED1,MAP1B,TET3,ACTN1,ATP13A3,TUBB6,WWTR1,ATP10A,TNC,ADAMTS9-AS2,TSHZ3,VKORC1L1,USP53,OSBPL8,UNC13B,UST,UTRN,VASP,NPAS2,NRXN3,TXNRD1,NRIP1,OTUD7A,OSMR-AS1,VEGFA,OXR1,P3H2,PALLD,TTTY14,PAM,PBX3,TSPAN9,PCOLCE2,PCSK5,PDE1C,PDGFC,PDLIM5,PDPN,NMNAT2,STK40,NIBAN2,MYADM,MAST4,ME1,MEG3,YBX3,MGAT5,MICAL2,YAP1,MIR4435-2HG,MLIP,XKR6,MSN,MSRB3,MTCL1,WWC2,VOPP1,NIBAN1,MYO16,MYO1D,MYO9B,VMP1,NAV2,NEBL,NECTIN3-AS1,NEDD9,NEO1,NFASC,NFKBIZ,NGEF,NHS,TSHZ2,PELI2,PHF21B,TRIO,SLC22A23,RUNX1,RUSC2,SAMD4A,SCN9A,SDK1,SEC14L2,SEMA3A,TANK,SERPINE2,SVIL,SGMS2,SIPA1L1,SLC20A1,SLC22A15,SLC35E4,STK32B,SLC35F4,SLC39A14,SLC4A7,SLC7A1,SLCO3A1,SMIM3,SMYD3,SUSD4,SPRED2,SRGAP1,SSH1,STAC,STAT3,STK10,TBL1X,RNF217,RGS6,TIAM1,PHLDB2,PITPNC1,TRIM9,TRIM38,TREM1,PLPP1,PLPP3,PLXNA4,TPST1,PPM1E,PPM1L,TPM4,PRKD1,PROS1,PTPN1,PTPRE,PTPRG,PTPRK,TOX2,PYGL,TNFAIP8L3,MAP3K20,TMEM178B,TMEM117,RBM47,RBPMS,RCOR1,TMEM108,TLN2,RAP1GAP2,LINC01705,MAMLD1,CACNA1C,CCM2,CAV1,CAPZB,CAMK2D,CAMK2B,CADPS,CADM1,CAB39,CDH11,CA12,C5AR1,C1QTNF7,C11ORF80",,
,Cluster_31,"ABLIM3,NHS,MXD1,MYOF,NAMPT,NAV2,NBR2,NCOA7,NEBL,NEDD4,NEK11,NEMP1,NHSL2,AC005237.1,NIBAN1,NPNT,NQO2,NTRK2,NUPR1,OSBPL11,PAG1,PCA3,PCGF5,PDCD4,MTHFD2L,MTHFD2,MTHFD1L,MT2A,LARP6,LIMCH1,LIMS1,LINC00571,LINC00698,LINC00836,LINC00882,LINC01376,LINC02340,LINC02615,LINC02646,LRIF1,LYST,MAFG,MAGI2-AS3,MAT2A,MCL1,MGAM,MIR99AHG,MSC-AS1,MT1X,PDE1C,PER1,PER3,SQSTM1,SYNE1,SYNPR,TBC1D8,TBX15,TNC,TNNI3K,TPK1,TPM1,TPM4,TRIB3,TRIM56,TXNRD1,UCHL1,UMAD1,UNC5B,UPP1,VCL,VIM,XBP1,YAP1,YBX3,SYBU,SPARCL1,PGM2L1,SNHG14,PIGB,PLPP1,PROS1,PRUNE2,PTPDC1,RFX2,RHOQ,ROR1,SCPEP1,SESN1,SESN2,SIPA1L1,SLC13A3,SLC15A4,SLC19A2,SLC25A25,SLC38A1,SLC38A2,SLC7A11,SLFN5,SNED1,KLF9,IRS2,IQGAP2,AL357153.2,AL591043.2,AL596330.2,ALDH1L2,ARID5B,ATF3,ATF5,ATF6,BHMT2,BMP2K,C11ORF65,C1QTNF7,C21ORF62-AS1,C9ORF72,CA1,CA3,CADPS,CALD1,CAMK2D,CASC15,CCDC136,CCDC15,AL390755.1,AL160314.2,CEBPB,AL139317.5,AC005753.2,AC009690.2,AC010210.1,AC012405.1,AC016705.2,AC025159.1,AC073941.1,AC083864.5,AC093206.1,AC093535.1,AC098829.1,AC104596.1,AC117383.1,AC138627.1,ACYP2,AF165147.1,AFF3,AHNAK,AIMP2,AKNA,AL121757.2,CCDC18,CEBPG,IQGAP1,EIF1,EPM2A,ERN1,EXPH5,FAM184B,FBXO32,FTH1,GCLM,GCNT1,GDF15,GLIPR2,GPX3,GUCA1B,HAP1,HERPUD1,HRK,HSPA5,IFRD1,IGF2R,IL3RA,ILF3-DT,INVS,EIF2AK3,DYRK3,CEMIP,DTWD2,CEP128,CHORDC1,CLIP1,CNKSR3,COX19,CPEB2,CREB5,CTNNA3,CYBRD1,CYP2R1,CYSTM1,DAAM1,DCLK1,DDIT3,DDR2,DEC1,DIXDC1,DMGDH,DNM1,DPH6-DT,DPY19L1,Z93930.2",,
