ID,name,gene_list,context,GSE
,Cluster_10,"FGFR3,SDC4,SLC6A11,TPD52L1,AL157396.1,ACSS3,LGI1,AC027117.2,LINC00299,GRM3,AC097518.2,AC106845.1,RGS20,ALDH1A1,AC124852.1,LINC00499,ACSBG1,GJA1,GJB6,ANGPTL4,GPC5,ADGRV1,PREX2,PRKG1,PRR5,AL109809.5,FAM198B-AS1,GPC5-AS2,SHROOM3,DLC1,CARMIL1,SLC39A12,CABLES1,PAMR1,SLC1A3,SLC1A2,WIF1,CPQ,F3,ATP1A2,PTGDS,MEGF10,ME1,AQP4,EFNA5,CGNL1,GRAMD1C,AL137139.2,ETNPPL,RYR3,FRMPD2,FXYD1,GABRA2,DTNA,EMX2,GNA14-AS1,AL356737.2,GNA14,GLUL,CST3,FAM107A,EMX2OS,RAB34,ACACB,MT1E,MRVI1,MGST1,MARC2,MAPK4,PDE7B,PIR,NTSR2,AC114971.1,PDGFRB,MYBPC1,LAMA1,ZNF98,HOPX,KIAA0319,IFITM3,DKK3,NAV3,ATP1B2,MT1M,ABLIM1,RANBP3L,SULT1A1,NTM,AC007389.1,COL5A3,ECHDC2,CADM1,AC008957.2,AC079142.1,GLI3,SPARCL1,LUCAT1,LHX2,CHL1,INTU,LRRC3B,F11-AS1,RNF43,CSRP1,TRPM3,SLC25A18,APOE,NEAT1,CLU,CLDN10,CPNE8,OBI1-AS1,SLC7A10,CNTNAP3B,MMD2,CXCL14,LINC01727,HPSE2,ABCD2,LGI4,RERG,GABRG1,GABRB1,LINC01266,RORB,SFXN5,MICALL2,HEPH,SAT1,SDC2,PCDH9,DNAH7,DIO2,CDHR3,OAF,AQP1,AC009899.1,AL445426.1,TPCN1,TMEM241,ACSS1,ACSL6,APOC1,AC245187.2,ARHGEF4,TVP23C,TENM2,TAFA1,VAV3,AGT,XAF1,ADIRF,RHPN2,PAPLN,SLC1A4,IMPA2,ALDH7A1,EYA2,RHOJ,MGAT4C,ANO5,CNTNAP3,ANKDD1A,FLG-AS1,FGL1,PPP1R3C,FGD6,BHLHE40,HS3ST3A1,AC090825.1,LMO3,CHST1,CBR1,S100A13,HIF3A,PAUPAR,SNTA1,MT3,HMGCLL1,ARRB1,RASL12,NKAIN3,PLEKHG1,EPHA6,TTC12,PLSCR4,LINC00944,RUBCNL,LGALS3,ACOT11,ELOVL2,CFAP47,PPP2R2C,SORCS2,NWD1,HDHD3,HHATL,GPM6A,AL139246.5,AL360178.1",,
,Cluster_11,"PAM,ADAMTS9-AS2,ITPR1,MEF2A,EPAS1,P4HA1,GBE1,PFKP,ARRDC3,VEGFA,BNIP3L,CA12,ZNF395,PDK1,IGFBP5,AKAP12,INSIG2,ABCA1,SLC6A6,SLC2A3,SLC2A1,EGLN3,ENO2,NDRG1,LUCAT1,FNDC3B,ADM,TRIM2,ESYT2,ERO1A,AL136131.3,OSMR-AS1,OXR1,ANGPTL4,ANXA2,ANKRD28,PRELID2,ARL4C,PYGL,DNAH11,SLC16A1,C4ORF47,HILPDA,MIR210HG,PLOD2,SORCS3,NRP1,PGK1,AC097534.2,YBX3,MSRA,IRS2,CAV1,SYTL2,CEBPD,SPNS2,LYST,SSBP2,CAST,ARHGEF10,CA9,PFKFB4,SCARB1,BACE2,SLC39A14,BHLHE40,SLC22A23,TRIO,MYOF,TRIM9,SERPINE1,NPAS2,ADCY8,EYA2,MT1X,PRUNE2,CALD1,DLG1,LGALS3,NOL3,DPYD,PCOLCE2,ATP13A3,RASSF8,HK2,AC107021.1,GRB10,AC098829.1,FAM20C,FKBP5,IMMP2L,ID2,FN1,SAMD4A,NEAT1,ABI3BP,IGF1R,MYO9B,VLDLR-AS1,IGFBP3,PTCHD1-AS,MYO1E,C2CD2,NIBAN1,GSE1,IGFBP2,SNHG14,WEE1,COL5A1,EEPD1,SLC7A11,HIF1A-AS3,SEC24D,KDM3A,CDK19,CDON,SLC38A1,SMIM3,CHSY1,ELL2,AC025159.1,NPTX1,ENO1,VMP1,FNBP1,MTCL1,AL390957.1,AL357153.2,AMD1,AL163541.1,FAM160A1,UNC5B,LOX,LNCSRLR,RGS6,LINC02649,ADGRL2,MT2A,AK4,TRIM56,NRN1,FGFR1,ADAMTS9,NAV2,POT1-AS1,COL13A1,IL1RAP,USP36,SEMA5B,SMARCD3,PTPRD,COL4A1,AC108519.1,MAP3K20,GLUL,DOCK4,ITGA3,DOK5,FMNL2,HAP1,COL4A2,NTRK2,AC104123.1,SESN2,AF165147.1,TRIB3,NAMPT,SLC15A4,SMYD3,MSC-AS1,FLNA,HDAC9,PPP1R3C,GPRC5A,AC093849.4,NRCAM,AC019257.1,LINC01411,SPOCD1,LONRF1,SQSTM1,KLF6,GAPDH,VIM,SYNE1,BTG1,PGM2L1,APLN,CAMK2D,PCSK5,PCA3,ENOX1,STAC2,VOPP1,ARID3A,ERRFI1,GAP43,LINC00894,KISS1R,KIF26B",,
,Cluster_12,"LINC00536,EMCN,PRKCH,PTH2R,LINC02511,LINC02476,DISC1FP1,LINC02240,AC097518.2,AP005230.1,GALNT17,EPHA6,AC093866.1,ERVMER61-1,AC090015.1,AC084816.1,LINC01811,AC078923.1,AC112206.2,AC113414.1,AC116362.1,CNBD1,ARHGAP15,MT-ND5,MT-CO1,MTUS2,MT-ATP8,AL603840.1,AL591506.1,AL390957.1,LINC00578,AL353595.1,AL138720.1,AL136456.1,CFAP299,LY86-AS1,POU6F2,AC078845.1,RYR2,GALNTL6,AC010343.3,IL12A-AS1,AC008691.1,IQCM,LINC01470,STEAP1B,USH2A,AC011287.1,LINC01500,AC016766.1,LINC00871,AC004917.1,AC068633.1,GNGT1,AC034268.2,AC009975.1,LINC01320,MIPOL1,MKI67,MGAM2,MGAM,MIR3681HG,LINC01214,MIR4713HG,MIR2052HG,LINC01091,LINC01208,MSC-AS1,MAP3K19,MSH4,MSR1,MT-ATP6,LINC01090,LINC00906,LINC00877,MT-CO2,MT-CO3,LINC00862,MT-CYB,LINC00640,MDM2,LINC01331,MALRD1,LINC01440,LINC01588,LINC01692,LINC01807,LINC01524,LINC01934,LINC02073,LINC02109,LINC02163,LINC02196,LINC01504,LINC01483,LINC01482,LINC02267,MACROD2,LINC02269,LINC01435,LINC02336,LINC02641,LINC01414,LINC02680,LINC02694,LINC01411,LINC01358,LINC02763,LRMDA,LUZP2,MT-ND1,ABCC3,MT-ND2,SLC35E3,SPOCD1,SPDYA,SPARCL1,SPARC,SLIT3,SLC7A14-AS1,SLC4A5,SLC30A8,STPG4,SLC26A7,SLC25A21,SKAP1,SGO1-AS1,SGCD,SEM1,SCG2,SPRY4-AS1,TAF7,MT-ND4,TSPAN8,ZMAT3,ZFHX3,XIRP2,WDR49,VEPH1,UTP23,TTN,TRPC6,TBXAS1,TRHDE,TPTE2,TMEM132D,TIMP1,THSD7B,THORLNC,TEX41,SATB1-AS1,SAMMSON,RXFP1,NPSR1,PCA3,PAPPA2,OBI1-AS1,NUP210L,NSG2,NRG1,NPSR1-AS1,NFE2L3,RUNX1,NECAB1,MYO3B,MYO18B,MTRNR2L12,MT2A,MT-ND6,MT-ND4L,PCAT1,PCBP3,PCDH15,PIEZO2,RPL37A,RP1,ROR2,RELN,RBMS3,RANBP17,PXDNL,PSTPIP2,PRUNE2,PPP1R15B,PPFIBP2,PMEPA1,PKHD1,PKD1L1,PIK3C2G,NPR3,HPSE2,LINC00534,AC100849.1,AC109927.1,AC109466.1,AC107223.1,AC104664.1,AC104574.2,AC104461.1,AC103409.1",,
,Cluster_13,"KHDRBS2,SMOC1,GULP1,GLCCI1,PTPRO,SH3D19,EYA1,EPCAM-DT,SLC24A3,SATB1-AS1,SYT16,TCF7L1,MTAP,AL139393.1,KCNMB2-AS1,KCNMB2,KCND3,GRIK3,IGF2BP3,KCNQ1,KCNQ1OT1,HIP1,KCTD8,HAPLN1,AC003991.1,KANK1,FNBP1L,GRID2,GALNT10,LINC00461,FAM110B,ERC2,EGFR,DSCAM,DPP6,DNM3,COL4A3,CHST9,CELF2,CDK6,CACNA2D1,CACNA1E,LDLRAD3,MAP3K1,LINC01322,SPHKAP,SGCZ,SINHCAF,SLC1A1,SLC22A3,SNTG1,SOX2-OT,SYNE1,LRP1B,TMEM196,TOX3,TRIO,UST,VCAN,ZNF804B,SEZ6L,SERINC5,SEMA5A,SDK1,SALL3,REPS2,PTPRT,PTPRN2,PTPRK,PTBP3,PODN,PCDH15,PAK3,MSRA,MEG3,ATP13A4,LRRFIP1,CA10,AC002069.2,AC008050.1,ADGRL3,AC073050.1,ANK3,ADAM22,AC004852.2,AC007376.2,ARL15,AL589740.1,ATG10,AC099792.1,PLXNA4,PRKD1,PRKCA,PRDM16,PPP2R3A,POU6F2,POLR2F,PHACTR3,PIK3R3,PKP4,PLXNA2,PLXDC1,PLPPR4,PHLDB2,PID1,PLPPR1,PLEKHA2,PLCE1,PLA2G4A,ATP10B,AC233296.1,PRKG2,RAD9A,RORA,RNF144A,RIMS1,RGS17,REV3L,RERG,AC104051.1,RASAL2,RAPGEF4,RALYL,RAB3C,PRR5L,RAB27B,PVT1,PTPRZ1,AC110296.1,AC112487.1,AC114971.1,AC119674.1,PTPRD,PTPN13,PEX5L,PHACTR1,PDPN,PER3,MTSS1,NOX4,NOVA1,NMNAT2,NLGN4X,NKD1,NKAIN1,NETO2,NCAM2,MYO9B,MYO10,AF165147.1,PELI2,MPPED2,MIR34AHG,MIR181A2HG,MIR181A1HG,MID1,MIAT,MEST,MEG8,AFF3,MARCH1,NR2F2-AS1,NR6A1,NRCAM,NRG1,RPS6KA5,PDGFC,PDE4D,PDE4B,PDE10A,PCDHGA1,ADAMTS19,PCDH11X,PANTR1,PAK5,ADGRG5,OTUD7A,OSBPL1A,OPCML,OLIG1,NXPH1,NTRK3,NTN4,NRXN3,NRXN1,NRSN1,RPS21,SAMD12,RPS8,TENM2,TRPC4,AC005906.2,TRIM36,TNFRSF10B,TMEM63C,TMEM44,AC007402.1,THRB,TFPI,TFDP2",,
,Cluster_14,"ADAMTS9,SLC4A4,ELOVL2,CPNE4,AC092957.1,TRMT9B,COL28A1,LAMA2,RORA,CNR1,AC064875.1,COL23A1,POSTN,TRPM3,FAT3,RUBCNL,ARHGAP26,ARHGAP18,SPRY4,SRPX,RHOJ,CCDC175,CCN4,KCNE4,AC092924.2,SLC8A1-AS1,ARHGAP6,SLC1A2,LINC01949,RPH3A,RTN1,AC109492.1,LDB2,SCN7A,ADAMTS9-AS1,PTPRG,DGKG,PDE3A,AL356124.1,PPP2R2B,FIGN,ATP13A4,PALM2-AKAP2,CHL1,TENT5A,ADGRL2,NOS1AP,MECOM,NEAT1,PCSK5,AL355306.2,MED12L,NOS2,ARSJ,AL360178.1,ARAP2,NKAIN3,AL596087.2,NOVA1,MYRFL,ABCA6,LPL,GRIK1,DMD,ESRRG,CPEB2,COL5A2,FBXL7,COL25A1,COL1A2,CNTNAP3B,FRMD4B,CHSY3,GABRB1,GALR1,GAS1,GPR37,HIF3A,LPAR1,CDK6,CDH6,JPH1,CCDC102B,CARMIL1,ABCA8,KLHL29,LAMB1,PDE7B,LINC01727,BEST3,BCAT1,LINC02300,LINC02821,PDE4D,NPNT,DCN,TSHZ2,ADGRV1,RGS6,ROR1,TMOD1,ACSS3,AC124254.2,RYR3,SATB2,TFCP2L1,TENM4,TENM1,SLC1A3,SLC8A1,SPATA6,STARD13,TRPS1,TMEM178A,AC073050.1,VAV3,PREX2,ZNF385D,PRKG1,DLG1,GRIA1,GRIA4,GRID2,DPP4,HIF1A,ZEB1,TAFA1,HIVEP3,HTRA1,HOPX,THSD7A,SYBU,IGF2BP3,IL1RAP,INPP4B,DGKZ,IQGAP2,ITPR2,STIM1,DENND2A,TFPI,FAP,DPP6,WIPF3,FBN1,TRIO,TPD52L1,TPCN1,EYA2,ETV1,TOX,TNFRSF21,FGD4,TNC,EMP1,UNC5C,FKBP5,FNDC3B,KCNIP4,FREM2,TMEM154,TMEM108,YAP1,FXYD6,DTNA,TMCC3,TLN2,PDE8B,STAC,NR2F2-AS1,MYBPC1,ROBO2,MYO1E,RMST,NEO1,NIBAN1,RBMS1,PTPRZ1,PTPRJ,PTPN14,NPAS3,DCC,PTN,RORA-AS1,NR3C2,OXR1,P2RY14,PARD3B,PCDH17,PCDH7,PCDH9,PLEKHG1,PCDH9-AS2,PLCE1,PDZD2,PDGFRA,MUSK,MT-ND3,SPRED1,LINC02147",,
,Cluster_15,"DNAH12,SGK2,MTHFD2L,AC025159.1,LINC00862,TSPYL2,BNIP3L,BET1,GBE1,AC098829.1,AC104248.1,MGAM,AC021851.2,GPC5,LINC02646,AC138627.1,AL390957.1,AL357153.2,SMIM12,LRRC69,LUCAT1,AL078604.4,USP36,LINC02340,AL160314.2,PKD1L1,AC008467.1,AC009404.1,LINC01191,AC011997.1,WNT2B,PIWIL2,PILRA,CHRNE,SLC26A7,AMPD3,MFAP3,GRK7,AL645465.1,SNX31,CORIN,AL606489.1,MDM2,AL591043.2,HAGH,CFAP161,SLC4A5,NUP210L,OARD1,MCEE,CWC25,SNHG14,HAVCR2,GUCA1B,FAM200A,ANKUB1,MGAM2,RNF6,NAF1,FAM184B,CBLB,NFE2L3,CCDC30,C3ORF35,MTHFD1L,C21ORF62-AS1,MSH4,GABRR2,GAL3ST1,AL118516.1,CCDC59,RRM2B,PVT1,ATP6AP1L,MMP24OS,SEC24D,SEM1,EPHA1-AS1,NPC1L1,FAM227B,SKAP1-AS1,LINC01823,LY75,AC104389.5,TNFRSF10B,AC092944.1,TNNI3K,AC079447.1,LINC02245,LINC00880,UFL1-AS1,ULK4,UMAD1,AC021851.1,LINC00881,AC019117.1,UTP23,AC016831.7,AC015845.2,LINC01031,WDR25,AC010210.1,LINC02150,LINC01214,WDR78,AC005487.1,AC005237.1,AC004949.1,LINC01482,LINC01505,LINC01588,TMEM269,AC091946.1,AL080250.1,TICAM2,SUGCT,KCNJ14,AF165147.1,KCNMB2-AS1,KCNQ1OT1,LRIF1,ADAMTS9-AS2,IL12RB2,ADAM32,LINC02680,LSMEM1,TINCR,AC109927.1,AC104461.1,LINC00326,TMEM202-AS1,LINC02641,PCBD2,MAP7D2,LINC02145,NUCB2,LINC02073,P4HA1,NOXRED1,MAT2A,NQO2,NPR3,LURAP1L-AS1,MAP3K19,MAP1LC3B,PAM,OXNAD1,MIR2052HG,LINC02196,NOL8,NIFK-AS1,LINC02615,MIR4713HG,LINC02551,LINC02542,PDIA5,LINC02224,LINC02649,LINC02763,LINC02811,NBR2,LMNTD1,NEAT1,NEU3,MIR34AHG,ME1,MAFG,ABCA1,PHKA1,SYCE2,THORLNC,TGM6,TFB2M,TBC1D22A,TAF7,SYTL2,SYF2,SYCP2L,SUCLA2,TMEM165,STYXL1,STXBP5-AS1,STX17-AS1,STEAP1B,SQSTM1,SPTY2D1,SPRY4-AS1,SPDYA,TMC3-AS1,TMEM241,SNORC,VEGFA,ZNF627,ZNF433-AS1,ZNF20,ZMAT3,Z93930.2,WDR66,WDR49,VLDLR-AS1",,
,Cluster_16,"ATP8A2,GABRG3,SYT1,SLIT3,SLC35F3,GABRA1,GABRB2,DLGAP2,SV2B,SLC17A7,CCSER1,GALNTL6,KCNC2,GABRG2,MYT1L,CDH12,HS6ST3,FRMPD4,SYT7,LINGO2,LRFN5,LRRC7,SNAP25,TMEM132D,PCLO,HCN1,SYN2,CNTNAP2,NELL1,STXBP5L,CALY,STMN2,CHD5,NRXN3,AL117329.1,NRG1,NRGN,TAFA1,IQCJ-SCHIP1,SLC4A10,KCNJ3,FAM153CP,RBFOX3,RBFOX1,RAPGEF5,TENM2,RALYL,VSNL1,GRIN1,NECAB1,CACNA1B,ZNF385B,RYR2,ENC1,OLFM3,GRIN2A,NELL2,CNTN5,TCERG1L,TESPA1,TENM3,CELF4,CACNG3,ASIC2,ATP1B1,GABRA4,CAMK2A,ST6GALNAC5,CNTN4,EPHA6,CNTNAP5,EDIL3,CABP1,CREG2,SRRM4,FSTL4,FAM153B,CDH18,NEFM,AK5,NIPAL2,AJ009632.2,AGBL4,KIAA1211L,RGS4,ABCA5,AC019211.1,PTPRR,LY86-AS1,GRM7,MCHR2,AC090709.1,MEG3,MIR137HG,NKAIN2,KCTD16,AC011287.1,AL591501.1,KCNB2,NPTX1,HTR1E,PACSIN1,POU6F2,PDE1A,CDH9,MTUS2,NAV3,PDE4D,NEFL,PEX5L,SULT4A1,CHRM3,NWD2,NPY1R,NPTX2,SORBS2,GRM5,DYNC1I1,KCNQ5,HRH2,SLC12A5,SAMD12,SLC22A10,GABRG3-AS1,KCNIP4,KCNJ6,KCNK1,KCNQ3,GABRB3,MICAL2,RIMBP2,GABRA5,KHDRBS2,RGS7,KIRREL3,LINC01197,MCTP1,SNCA,PRR16,PTPRD,ABCA10,CACNA2D3,AC034268.2,AC067956.1,AC008574.1,CAMK4,ADGRL2,YWHAH,ATRNL1,CACNA1E,AC007368.1,UNC5D,CBLN2,AC027288.3,ANKS1B,ANKRD34C-AS1,CCK,CAMK2B,FAM155A,UCHL1,BICDL1,SLC6A17,AC109466.1,FLRT2,EPB41L3,PTPRN,BRINP1,EPHA5,EPHA3,HPCA,SYT4,MBP,CA11,SNCB,EPHB6,LINC01378,AC124852.1,RIMS2,ANKRD30BL,GRM1,GRIN2B,TMEM130,KCNH7,ROBO2,GNG3,SHISA9,RIT2,AP000829.1,LINC02263,SLC24A2,ATP2B1,RASAL1,GABRA2,TAFA2,SLC38A11,MIAT,FRRS1L,LINC01821,EEF1A2,SCN3B",,
,Cluster_17,"DNAH11,EFHC2,SERPINI2,CFAP52,DRC1,ERICH3,C8ORF34,C4ORF47,SLC47A2,CFAP54,SLC9C2,DNAAF1,NAA11,CFAP57,SPAG1,SPAG17,SPATA17,MOK,ARMC2,CFAP61,FANK1,CASC1,NEK11,CFAP46,EFCAB6,DRC7,CFAP221,CFAP206,CFAP100,DTHD1,NPHP1,RGS22,RMST,CFAP47,DYNLRB2,NEK5,ROPN1L,EFCAB12,CCDC40,CCDC30,RPGR,EFCAB2,CCDC170,CCDC146,CFAP69,ANKRD45,ANKFN1,VWA3B,TTC34,TTLL9,AC099788.1,DNAI1,IQUB,DNAH9,DNAH7,DNAH6,VWA3A,WDR49,FHAD1,WDR63,DNAH5,WDR78,LINC01088,AC013470.2,ZBBX,DNAH12,LINC00880,DCDC1,AC104078.2,AC105052.5,TTC29,PLTP,CFAP70,MAP3K19,FRMPD2,CFAP73,MAATS1,TCTEX1D1,TEKT1,ODF3B,TMEM232,LRRC9,LRRC6,PTPRQ,AK1,PACRG,AGBL4,PPP1R42,LRGUK,CFAP43,NTRK2,PARD3B,AC004949.1,NOL4,NEK10,LINC00609,LINC00894,LINC01091,LINC01094,LINC01602,LINC02018,LINC02055,LMNTD1,LRAT,LRIG3,LRP1B,LRRC23,LRRIQ1,MAOB,MIR99AHG,MLIP,MLIP-AS1,MYCBPAP,MYLK3,NEBL,NEGR1,NCKAP5,RFTN2,PARP15,TPPP3,SPATA6L,SPEF2,SRPX2,STK33,SULT1C4,SYNE1,SYNM,SYTL4,TCP11L2,TMEM163,TMEM67,TOGARAM2,TP63,TRDN,PAWR,TSGA10,TTC23L,TTC26,TUBA1A,TWSG1,ULK4,USP2-AS1,USP43,WDR66,WLS,ZFP36L1,ZFPM2,ZMYND10,SPATA18,SPA17,SOX5,SORBS2,PDZRN4,PIK3C2G,PLCH1,PLCZ1,PLEKHA5,PLEKHA7,PPIL6,PTCHD1-AS,RALGPS2,RASSF4,RERGL,LIMCH1,RFX2,RFX4,RNF165,RNF19A,ROBO2,RORB,RPS6KA5,RTN1,SCIN,SDK1,SGSM1,SLC14A1,SLC35F4,SLC7A11,SLCO1A2,LINC00271,FIGN,LHFPL6,CD36,AL357093.2,AL390957.1,AL513166.1,ANGPT1,ANKDD1B,ANTXR1,ANXA1,AR,ARMC3,ARMC4,B3GLCT,BBOX1,BCL2,BMPR1B,BRINP3,C1ORF198,C1ORF87",,
,Cluster_18,"AC103770.1,AC008467.1,LINC00326,AC024901.1,IL12RB2,LINC01208,AC068633.1,LINC01482,DNAH12,AC009264.1,CORIN,AC019117.1,LINC01933,LINC01934,AC078923.1,MSH4,SGO1-AS1,AC105290.1,AC092813.1,SPDYA,AC005487.1,AC097522.2,AC005355.1,AL078604.4,NUP210L,LEKR1,KLRD1,IL34,IGF2BP2,TPH2,NFE2L3,ASB15,GRK7,C5ORF66,FER1L6,PKD1L1,AL390957.1,SLC10A1,COL21A1,AL590434.1,AC092353.1,AL136456.1,LINC02763,IL12A-AS1,LINC00880,LINC00589,LINC01504,MGAM,LINC01214,AC010343.3,LINC02073,LINC01823,LINC02196,LINC01588,LINC02408,LINC02341,LINC02398,AL512328.1,ARHGEF28,TG,LINC02613,MANBA,AC084816.1,AC004949.1,AL008633.1,PXDNL,LINC02680,CLVS1,PPP1R1C,LINC02150,PTGER3,DCDC2C,LINC00616,TSPAN8,LINC00881,GABRR2,AC015845.2,LINC00636,TRIM59,LINC01182,NPR3,LINC01811,AL136441.1,AL162414.1,LINC02576,AL078602.1,KCNMB2-AS1,MYOCOS,SLC7A11-AS1,LINC02641,IL1R1,MLIP-AS1,AC103409.1,PLSCR2,AL606489.1,HORMAD2,AP001977.1,GLRA1,RSPO2,C2CD6,C2ORF88,LINC02006,CCDC73,PLBD1-AS1,LINC00534,AC003666.1,TMPRSS12,WWTR1,TRHDE,AC010476.2,AC019117.2,AC009975.1,TGM6,AC068672.2,THORLNC,TICAM2,TAFA4,DCHS2,AC017074.1,AC092353.2,AC097511.1,GPR160,AP003472.1,KLB,AL138694.1,NEB,GRIN3A,SLC2A9,AC079210.1,AC025159.1,AC025465.1,AL357153.2,AP001341.1,AP001042.1,AC015987.1,NECAB1,COL14A1,AC010168.1,AC004083.1,LMOD1,LINC02516,LINC02236,AC008269.1,MAP3K19,MAP7D2,AC112770.1,CCDC59,AC119674.1,PTPRQ,LINC00607,MGAM2,AVIL,SLC9C2,LINC01191,DYSF,FER1L6-AS2,PSTPIP2,AC079950.1,CAPN9,FO393415.1,AC100849.1,RGS22,CCDC175,CDS1,PKN2-AS1,DIRC3,AC073569.2,DPYS,CDKL2,CPED1,CD200R1,PLBD1,AC073365.1,DNAH14,ECT2L,GBX1,AC012178.1,LINC02542,AC006197.2,LY75,LINC01500,LINC01483,METTL24,LINC01299,LINC01257,LINC01031,MLIP,AC011287.1,AC011997.1,LINC00640,GUCY2C,LINC00536,MTHFD2L,LHCGR,LDHC,KIAA2012,KCNAB1,C5ORF47,IL1R2,NEXN",,
,Cluster_19,"LSAMP,AC110285.1,SSH2,SLC44A1,RASGEF1B,RAPGEF1,ENPP6,EPB41L2,PKP4,BMPER,PKP4-AS1,PLCB1,TMEM163,TMEM132B,TMEM108,BCAS1,GPR17,AL359091.1,SOX6,PRKCE,SRCIN1,TF,TCF7L2,FYN,PPP1R16B,FRMD5,FRMD4B,FRMD4A,APCDD1,ACAN,PCDH7,SLC2A13,SHROOM4,SGCD,SEMA4D,AC006058.1,AC008080.4,SH3RF3,MOG,MPZL1,ZEB2,MVB12B,MYRF,LINC01170,UGT8,CLDN11,NFASC,SILC1,CDK18,TNS2,TNS3,KCNS3,SIRT2,AC079148.3,CRB1,LCNL1,PRICKLE1,DNM3,FGF12,FAM13C,FA2H,RNF144A,CD22,CNP,CADM2,SOX10,GNAI1,ST18,PHYHIPL,MBP,MOB3B,AC005042.2,AC009041.2,TUBB4A,OPCML,P2RX7,TNR,TNFRSF21,PPP2R2B,TMTC4,PHACTR3,SEMA5A,ADRA1A,PLD1,PLP1,TMEFF2,GNB4,MAG,GLRA3,SEMA5B,FAM83D,LIMS2,PTGDS,CPM,NTN1,GPC3,PADI2,DGKB,PARD3B,EPHB1,KAZN,DLG1,DOCK10,ITPR2,PLEKHA6,FAM102A,PDE3B,DOCK6,DSCAM,HDAC2-AS2,DOCK4,AATK,SEMA6D,SLC1A1,AL512308.1,TMOD1,ADAM23,AC098617.1,AC092422.1,AC069209.2,SLC22A23,TRIM2,AC044781.1,CADM1,UST,ZNF469,ZNF488,SGK1,CENPJ,LIMD1,ZNF536,SPNS2,ARHGAP5-AS1,ARFGEF3,GALNT13,TFEB,GNG2,AL136114.1,GRID1,ADD3,ADAM33,ADAMTS14,AC024145.1,ICK,PCDH11Y,IL1RAPL1,KANK2,FAM110C,MDGA2,KHDRBS3,ZNF365,ATCAY,PPFIBP1,SCARB1,RGR,SMOC1,SEMA3E,CCDC148,EYS,RINL,PTPRO,SLC7A14,ELF1,RBPJ,EPS8,DSCAML1,RARB,C12ORF40,LGI3,BEST1,CDH19,TMTC1,TMEM235,C10ORF90,BRINP2,SLC16A10,OSBPL1A,PDE4B,E2F3,NTM,SLC7A14-AS1,TNK2,SLC24A2,AC092969.1,KLHL29,AL157392.2,NID2,KIF21B,ANKRD44,BACH2,ATP1B1,MMP17,PRKG2,FERMT1,PRIMA1,ERBB3,ARHGAP31,FMNL2,SYNDIG1,ANO3",,
,Cluster_20,"THSD7A,RND3,SETBP1,PROX1,MYT1L,NEDD4L,FRMD4A,SILC1,FNBP1L,TOX3,KLHDC8A,PAK3,GPR137C,ELAVL4,PKIA,INSM1,KALRN,KCNH7,AC099792.1,CEMIP2,GRIK2,CACNA2D1,STMN2,SOX11,MIR99AHG,MAP1B,DCX,NFIA-AS2,TFDP2,AF279873.3,ROBO2,ROBO1,RNF165,CTNNA2,AFF3,RMST,SRRM4,MIAT,PTPRK,DISP3,RBFOX3,PTPRN2,RIT2,CLVS1,KIAA1324L,LINC00609,ANK2,LINC01619,LINC01748,AC004160.1,PDE4D,NRP1,MYO16,BASP1,NYAP2,ONECUT2,SLC17A6,AC011900.1,ZNF804A,UNC79,BOC,HDAC9,PBX1,MARCH1,LINC01102,AL589740.1,SEZ6L2,SOX4,APBA1,CLSTN2,ARL15,CELF4,CASC15,SEZ6L,CNTN2,DCC,PLXNA4,ROBO3,PAK5,MAML3,LINC00599,LINC00461,LHX1-DT,LHX1,LEMD1,KLHL35,NRXN1,HRK,PCSK2,DSCAML1,GLCE,PIK3R3,GABRB3,PLEKHA6,PRDM8,PROX1-AS1,PTCSC3,EBF3,RAB3C,SRRM3,MIR137HG,TSPAN18,TOX,ZNF536,VWDE,TMEFF1,AL133304.3,AL009178.3,SV2B,KLF7,AKAP6,NOL4L,KIAA1211,KIRREL1,NOL4,NMNAT2,NKAIN1,FGD4,ADAM22,TUBB3,ZEB1,SGIP1,PHACTR1,LINC01122,GAS2,VWC2L,ADCY8,VOPP1,CARMIL1,GLYCTK-AS1,IGFBPL1,GPM6A,AC023469.1,CDK6,GRIA4,PANTR1,ATP8A1,SYT14,EPCAM-DT,SYT4,DPYSL5,ST18,RAPGEF5,DGKI,DYNC1I1,EBF1,ZNF704,LYPD6B,ANK3,ELAVL2,ZNF618,GSE1,PPFIA2,NDST4,ZNF423,SMPD3,CRYBG3,AC004540.1,RNF122,LINC02223,AC097713.1,AC084361.1,DUXAP8,GNG2,GLRA2,DSCAM,PCLO,POU2F2,AC096669.1,ST8SIA3,AC060765.2,TMEM178B,PLXNA2,PGBD5,ELN,EYA2,EPHA3,PKIA-AS1,FOXP2,EPHB2,PLCL1,TRIM2,ERC2,FAM155A,NSG2,HECW1,MSRA,LINC01891,LINC01949,LINC02008,LINC02055,LINC02391,LINC02487,LINC02488,NAV2,MYO16-AS1,LRP8,MOXD1,OTP,LYPD6",,
